riotIdGameName,kills,deaths,assists,KDA,round,role
Team_03,1,1,12,13.0,Round_13,JGL
Team_04,11,3,7,6.0,Round_13,MID
Team_01,7,4,5,3.0,Round_13,MID
Team_09,4,0,12,16.0,Round_13,MID
Team_05,1,2,2,1.5,Round_13,MID
Team_10,1,6,7,1.33,Round_13,MID
Team_08,7,4,11,4.5,Round_13,MID
Team_02,2,1,9,11.0,Round_13,MID
Team_07,6,1,6,12.0,Round_13,MID
Team_06,3,5,3,1.2,Round_13,MID
Team_03,6,2,10,8.0,Round_13,MID
Team_04,1,5,13,2.8,Round_13,SUP
Team_01,1,7,7,1.14,Round_13,SUP
Team_09,2,0,16,18.0,Round_13,SUP
Team_05,0,7,1,0.14,Round_13,SUP
Team_10,1,9,11,1.33,Round_13,SUP
Team_08,0,5,27,5.4,Round_13,SUP
Team_02,0,3,10,3.33,Round_13,SUP
Team_07,0,4,12,3.0,Round_13,SUP
Team_06,0,5,9,1.8,Round_13,SUP
Team_03,1,4,8,2.25,Round_13,SUP
Team_04,3,1,9,12.0,Round_13,TOP
Team_01,0,4,4,1.0,Round_13,TOP
Team_09,6,0,2,8.0,Round_13,TOP
Team_05,1,3,0,0.33,Round_13,TOP
Team_10,4,9,6,1.11,Round_13,TOP
Team_08,10,2,8,9.0,Round_13,TOP
Team_02,4,5,4,1.6,Round_13,TOP
Team_07,1,3,6,2.33,Round_13,TOP
Team_06,3,4,3,1.5,Round_13,TOP
Team_03,9,3,4,4.33,Round_13,TOP
Team_10,6,0,1,7.0,Round_14,ADC
Team_02,2,2,1,1.5,Round_14,ADC
Team_08,4,0,4,8.0,Round_14,ADC
Team_05,0,3,2,0.67,Round_14,ADC
Team_03,2,2,6,4.0,Round_14,ADC
Team_04,2,1,5,7.0,Round_14,ADC
Team_01,3,3,0,1.0,Round_14,ADC
Team_09,8,0,5,13.0,Round_14,ADC
Team_07,4,2,5,4.5,Round_14,ADC
Team_06,2,2,5,3.5,Round_14,ADC
Team_10,4,0,5,9.0,Round_14,JGL
Team_02,1,3,2,1.0,Round_14,JGL
Team_08,1,3,9,3.33,Round_14,JGL
Team_05,2,3,6,2.67,Round_14,JGL
Team_03,3,2,4,3.5,Round_14,JGL
Team_04,3,0,6,9.0,Round_14,JGL
Team_01,0,3,2,0.67,Round_14,JGL
Team_09,2,0,10,12.0,Round_14,JGL
Team_07,5,1,8,13.0,Round_14,JGL
Team_06,5,3,1,2.0,Round_14,JGL
Team_10,0,0,4,4.0,Round_14,MID
Team_02,0,3,2,0.67,Round_14,MID
Team_08,4,1,3,7.0,Round_14,MID
Team_05,4,1,4,8.0,Round_14,MID
Team_03,3,2,2,2.5,Round_14,MID
Team_04,2,1,8,10.0,Round_14,MID
Team_01,0,3,2,0.67,Round_14,MID
Team_09,5,1,6,11.0,Round_14,MID
Team_07,3,2,4,3.5,Round_14,MID
Team_06,0,1,4,4.0,Round_14,MID
Team_10,1,1,9,10.0,Round_14,SUP
Team_02,0,1,2,2.0,Round_14,SUP
Team_08,0,3,6,2.0,Round_14,SUP
Team_05,2,3,5,2.33,Round_14,SUP
Team_03,0,3,7,2.33,Round_14,SUP
Team_04,2,5,6,1.6,Round_14,SUP
Team_01,0,4,2,0.5,Round_14,SUP
Team_09,0,1,14,14.0,Round_14,SUP
Team_07,0,3,8,2.67,Round_14,SUP
Team_06,0,2,7,3.5,Round_14,SUP
Team_10,1,3,5,2.0,Round_14,TOP
Team_02,1,3,2,1.0,Round_14,TOP
Team_08,2,3,4,2.0,Round_14,TOP
Team_05,2,1,5,7.0,Round_14,TOP
Team_03,2,4,2,1.0,Round_14,TOP
Team_04,4,3,4,2.67,Round_14,TOP
Team_01,0,5,1,0.2,Round_14,TOP
Team_09,3,1,9,12.0,Round_14,TOP
Team_07,3,2,8,5.5,Round_14,TOP
Team_06,3,7,2,0.71,Round_14,TOP
Team_09,6,1,12,18.0,Round_15,ADC
Team_08,3,2,3,3.0,Round_15,ADC
Team_06,3,1,5,8.0,Round_15,ADC
Team_04,1,3,5,2.0,Round_15,ADC
Team_05,1,9,3,0.44,Round_15,ADC
Team_02,6,2,10,8.0,Round_15,ADC
Team_03,2,5,5,1.4,Round_15,ADC
Team_01,10,2,7,8.5,Round_15,ADC
Team_07,2,4,4,1.5,Round_15,ADC
Team_10,10,3,8,6.0,Round_15,ADC
Team_09,6,0,13,19.0,Round_15,JGL
Team_08,2,3,4,2.0,Round_15,JGL
Team_06,1,3,8,3.0,Round_15,JGL
Team_04,2,2,5,3.5,Round_15,JGL
Team_05,0,4,3,0.75,Round_15,JGL
Team_02,5,3,11,5.33,Round_15,JGL
Team_03,1,5,8,1.8,Round_15,JGL
Team_01,1,3,16,5.67,Round_15,JGL
Team_07,2,5,6,1.6,Round_15,JGL
Team_10,4,3,14,6.0,Round_15,JGL
Team_09,1,0,13,14.0,Round_15,MID
Team_08,0,3,1,0.33,Round_15,MID
Team_06,9,1,4,13.0,Round_15,MID
Team_04,6,3,2,2.67,Round_15,MID
Team_05,2,2,0,1.0,Round_15,MID
Team_02,11,0,7,18.0,Round_15,MID
Team_03,3,1,5,8.0,Round_15,MID
Team_01,5,1,10,15.0,Round_15,MID
Team_07,3,4,1,1.0,Round_15,MID
Team_10,5,1,7,12.0,Round_15,MID
Team_09,2,4,16,4.5,Round_15,SUP
Team_08,0,8,5,0.62,Round_15,SUP
Team_06,1,2,11,6.0,Round_15,SUP
Team_04,0,4,6,1.5,Round_15,SUP
Team_05,3,6,1,0.67,Round_15,SUP
Team_02,0,1,19,19.0,Round_15,SUP
Team_03,0,3,9,3.0,Round_15,SUP
Team_01,0,1,18,18.0,Round_15,SUP
Team_07,0,9,5,0.56,Round_15,SUP
Team_10,1,1,19,20.0,Round_15,SUP
Team_09,6,1,7,13.0,Round_15,TOP
Team_08,1,5,3,0.8,Round_15,TOP
Team_06,3,3,3,2.0,Round_15,TOP
Team_04,1,5,3,0.8,Round_15,TOP
Team_05,0,3,2,0.67,Round_15,TOP
Team_02,2,0,8,10.0,Round_15,TOP
Team_03,4,5,3,1.4,Round_15,TOP
Team_01,3,3,7,3.33,Round_15,TOP
Team_07,2,4,1,0.75,Round_15,TOP
Team_10,6,1,6,12.0,Round_15,TOP
Team_02,1,4,4,1.25,Round_16,ADC
Team_03,3,1,7,10.0,Round_16,ADC
Team_10,8,1,5,13.0,Round_16,ADC
Team_06,1,5,1,0.4,Round_16,ADC
Team_01,7,0,7,14.0,Round_16,ADC
Team_05,0,5,0,0.0,Round_16,ADC
Team_09,4,0,8,12.0,Round_16,ADC
Team_07,2,1,3,5.0,Round_16,ADC
Team_04,5,0,8,13.0,Round_16,ADC
Team_08,0,5,1,0.2,Round_16,ADC
Team_02,0,3,4,1.33,Round_16,JGL
Team_03,5,1,6,11.0,Round_16,JGL
Team_10,4,0,10,14.0,Round_16,JGL
Team_06,2,6,3,0.83,Round_16,JGL
Team_01,8,0,8,16.0,Round_16,JGL
Team_05,0,2,1,0.5,Round_16,JGL
Team_09,2,3,7,3.0,Round_16,JGL
Team_07,2,2,6,4.0,Round_16,JGL
Team_04,6,3,11,5.67,Round_16,JGL
Team_08,2,3,3,1.67,Round_16,JGL
Team_02,4,3,1,1.67,Round_16,MID
Team_03,2,0,8,10.0,Round_16,MID
Team_10,5,1,0,5.0,Round_16,MID
Team_06,0,1,1,1.0,Round_16,MID
Team_01,1,0,8,9.0,Round_16,MID
Team_05,0,2,0,0.0,Round_16,MID
Team_09,2,0,10,12.0,Round_16,MID
Team_07,2,2,3,2.5,Round_16,MID
Team_04,6,2,7,6.5,Round_16,MID
Team_08,4,6,2,1.0,Round_16,MID
Team_02,1,3,5,2.0,Round_16,SUP
Team_03,0,3,7,2.33,Round_16,SUP
Team_10,3,2,14,8.5,Round_16,SUP
Team_06,2,5,2,0.8,Round_16,SUP
Team_01,0,0,14,14.0,Round_16,SUP
Team_05,1,7,0,0.14,Round_16,SUP
Team_09,0,2,10,5.0,Round_16,SUP
Team_07,0,4,4,1.0,Round_16,SUP
Team_04,2,1,14,16.0,Round_16,SUP
Team_08,0,4,5,1.25,Round_16,SUP
Team_02,0,1,4,4.0,Round_16,TOP
Team_03,4,1,5,9.0,Round_16,TOP
Team_10,3,3,3,2.0,Round_16,TOP
Team_06,2,6,2,0.67,Round_16,TOP
Team_01,3,1,3,6.0,Round_16,TOP
Team_05,0,3,1,0.33,Round_16,TOP
Team_09,5,3,5,3.33,Round_16,TOP
Team_07,2,4,5,1.75,Round_16,TOP
Team_04,2,0,4,6.0,Round_16,TOP
Team_08,0,3,3,1.0,Round_16,TOP
Team_05,0,6,2,0.33,Round_17,ADC
Team_10,14,1,6,20.0,Round_17,ADC
Team_06,2,4,4,1.5,Round_17,ADC
Team_01,5,0,17,22.0,Round_17,ADC
Team_08,11,0,12,23.0,Round_17,ADC
Team_03,1,3,2,1.0,Round_17,ADC
Team_02,2,1,2,4.0,Round_17,ADC
Team_09,3,0,5,8.0,Round_17,ADC
Team_04,0,0,4,4.0,Round_17,ADC
Team_07,3,1,6,9.0,Round_17,ADC
Team_05,1,6,5,1.0,Round_17,JGL
Team_10,2,2,10,6.0,Round_17,JGL
Team_06,4,6,3,1.17,Round_17,JGL
Team_01,6,1,14,20.0,Round_17,JGL
Team_08,1,1,20,21.0,Round_17,JGL
Team_03,0,8,2,0.25,Round_17,JGL
Team_02,0,3,5,1.67,Round_17,JGL
Team_09,1,1,5,6.0,Round_17,JGL
Team_04,2,2,2,2.0,Round_17,JGL
Team_07,3,1,8,11.0,Round_17,JGL
Team_05,4,4,2,1.5,Round_17,MID
Team_10,6,1,4,10.0,Round_17,MID
Team_06,1,4,4,1.25,Round_17,MID
Team_01,8,3,11,6.33,Round_17,MID
Team_08,7,1,14,21.0,Round_17,MID
Team_03,1,5,1,0.4,Round_17,MID
Team_02,2,1,2,4.0,Round_17,MID
Team_09,2,2,5,3.5,Round_17,MID
Team_04,2,7,4,0.86,Round_17,MID
Team_07,7,5,4,2.2,Round_17,MID
Team_05,1,6,4,0.83,Round_17,SUP
Team_10,2,2,21,11.5,Round_17,SUP
Team_06,1,5,5,1.2,Round_17,SUP
Team_01,0,2,22,11.0,Round_17,SUP
Team_08,1,1,26,27.0,Round_17,SUP
Team_03,0,6,2,0.33,Round_17,SUP
Team_02,1,0,4,5.0,Round_17,SUP
Team_09,0,1,8,8.0,Round_17,SUP
Team_04,1,3,3,1.33,Round_17,SUP
Team_07,1,1,9,10.0,Round_17,SUP
Team_05,3,9,2,0.56,Round_17,TOP
Team_10,7,3,10,5.67,Round_17,TOP
Team_06,3,5,5,1.6,Round_17,TOP
Team_01,5,5,7,2.4,Round_17,TOP
Team_08,8,1,13,21.0,Round_17,TOP
Team_03,2,6,0,0.33,Round_17,TOP
Team_02,0,3,2,0.67,Round_17,TOP
Team_09,2,1,5,7.0,Round_17,TOP
Team_04,3,3,0,1.0,Round_17,TOP
Team_07,1,0,5,6.0,Round_17,TOP
Team_06,6,2,5,5.5,Round_18,ADC
Team_02,7,4,9,4.0,Round_18,ADC
Team_08,6,1,10,16.0,Round_18,ADC
Team_01,1,2,2,1.5,Round_18,ADC
Team_03,4,2,1,2.5,Round_18,ADC
Team_10,9,1,6,15.0,Round_18,ADC
Team_07,3,3,9,4.0,Round_18,ADC
Team_05,5,6,3,1.33,Round_18,ADC
Team_09,11,1,7,18.0,Round_18,ADC
Team_04,2,3,1,1.0,Round_18,ADC
Team_06,3,7,7,1.43,Round_18,JGL
Team_02,4,4,14,4.5,Round_18,JGL
Team_08,0,1,12,12.0,Round_18,JGL
Team_01,1,4,4,1.25,Round_18,JGL
Team_03,0,4,5,1.25,Round_18,JGL
Team_10,0,2,10,5.0,Round_18,JGL
Team_07,3,3,9,4.0,Round_18,JGL
Team_05,1,2,7,4.0,Round_18,JGL
Team_09,2,1,10,12.0,Round_18,JGL
Team_04,1,3,2,1.0,Round_18,JGL
Team_06,5,5,5,2.0,Round_18,MID
Team_02,8,1,10,18.0,Round_18,MID
Team_08,5,1,9,14.0,Round_18,MID
Team_01,0,5,3,0.6,Round_18,MID
Team_03,1,3,2,1.0,Round_18,MID
Team_10,4,0,8,12.0,Round_18,MID
Team_07,5,2,3,4.0,Round_18,MID
Team_05,2,1,7,9.0,Round_18,MID
Team_09,2,1,11,13.0,Round_18,MID
Team_04,1,3,1,0.67,Round_18,MID
Team_06,2,8,9,1.38,Round_18,SUP
Team_02,1,2,21,11.0,Round_18,SUP
Team_08,3,2,13,8.0,Round_18,SUP
Team_01,1,5,3,0.8,Round_18,SUP
Team_03,0,4,4,1.0,Round_18,SUP
Team_10,0,3,15,5.0,Round_18,SUP
Team_07,1,3,10,3.67,Round_18,SUP
Team_05,2,4,3,1.25,Round_18,SUP
Team_09,1,1,14,15.0,Round_18,SUP
Team_04,0,5,2,0.4,Round_18,SUP
Team_06,1,5,10,2.2,Round_18,TOP
Team_02,7,6,11,3.0,Round_18,TOP
Team_08,5,0,9,14.0,Round_18,TOP
Team_01,2,3,1,1.0,Round_18,TOP
Team_03,2,5,1,0.6,Round_18,TOP
Team_10,5,1,7,12.0,Round_18,TOP
Team_07,4,3,4,2.67,Round_18,TOP
Team_05,4,3,3,2.33,Round_18,TOP
Team_09,3,2,8,5.5,Round_18,TOP
Team_04,2,5,2,0.8,Round_18,TOP
